Next Frame
87 , 70
88 , 120
90 , 20
91 , 70
92 , 120
94 , 20
95 , 70
96 , 120
98 , 20
99 , 70
Next Frame
0 , 124
0 , 128
2 , 24
3 , 74
4 , 124
6 , 24
7 , 74
8 , 124
10 , 24
11 , 74
12 , 124
14 , 24
15 , 70
15 , 74
16 , 120
16 , 124
18 , 20
18 , 24
19 , 70
19 , 74
20 , 120
20 , 124
22 , 20
23 , 70
24 , 120
26 , 20
27 , 70
28 , 120
30 , 20
31 , 70
32 , 120
34 , 16
34 , 20
35 , 66
35 , 70
36 , 116
36 , 120
38 , 16
38 , 20
39 , 66
39 , 70
40 , 116
40 , 120
42 , 16
43 , 66
44 , 116
46 , 16
47 , 66
48 , 116
50 , 16
51 , 66
52 , 116
54 , 12
54 , 16
55 , 62
55 , 66
56 , 112
56 , 116
58 , 12
58 , 16
59 , 62
59 , 66
60 , 112
62 , 12
63 , 62
64 , 112
66 , 12
67 , 62
68 , 112
70 , 12
71 , 62
72 , 112
74 , 12
75 , 62
76 , 112
78 , 12
79 , 62
80 , 112
82 , 12
83 , 62
84 , 108
84 , 112
86 , 8
86 , 12
87 , 58
87 , 62
88 , 108
88 , 112
90 , 8
90 , 12
91 , 58
91 , 62
92 , 108
92 , 112
94 , 8
94 , 12
95 , 58
95 , 62
96 , 108
96 , 112
98 , 8
98 , 12
99 , 58
99 , 62
Next Frame
0 , 124
0 , 128
2 , 24
2 , 28
3 , 74
3 , 78
4 , 124
6 , 24
7 , 74
8 , 124
10 , 24
11 , 74
12 , 124
14 , 24
15 , 74
16 , 120
16 , 124
18 , 20
18 , 24
19 , 70
19 , 74
20 , 120
20 , 124
22 , 20
22 , 24
23 , 70
24 , 120
26 , 20
27 , 70
28 , 120
30 , 20
31 , 70
32 , 120
34 , 20
35 , 70
36 , 116
36 , 120
38 , 16
38 , 20
39 , 66
39 , 70
40 , 116
40 , 120
42 , 16
42 , 20
43 , 66
44 , 116
46 , 16
47 , 66
48 , 116
50 , 16
51 , 66
52 , 116
54 , 16
55 , 62
55 , 66
56 , 112
56 , 116
58 , 12
58 , 16
59 , 62
59 , 66
60 , 112
60 , 116
62 , 12
62 , 16
63 , 62
64 , 112
66 , 12
67 , 62
68 , 112
70 , 12
71 , 62
72 , 112
74 , 12
75 , 62
76 , 112
78 , 12
79 , 62
80 , 112
82 , 12
83 , 62
84 , 108
84 , 112
86 , 8
86 , 12
87 , 58
87 , 62
88 , 108
88 , 112
90 , 8
90 , 12
91 , 58
91 , 62
92 , 108
92 , 112
94 , 8
94 , 12
95 , 58
95 , 62
96 , 108
96 , 112
98 , 8
98 , 12
99 , 58
99 , 62
Next Frame
0 , 144
2 , 44
3 , 94
4 , 140
4 , 144
6 , 40
6 , 44
7 , 90
7 , 94
8 , 140
8 , 144
10 , 40
10 , 44
11 , 90
12 , 140
14 , 40
15 , 90
16 , 140
18 , 40
19 , 86
19 , 90
20 , 136
20 , 140
22 , 36
22 , 40
23 , 86
23 , 90
24 , 136
26 , 36
27 , 86
28 , 136
30 , 36
31 , 86
32 , 132
32 , 136
34 , 32
34 , 36
35 , 82
35 , 86
36 , 132
36 , 136
38 , 32
39 , 82
40 , 132
42 , 32
43 , 82
44 , 132
46 , 28
46 , 32
47 , 78
47 , 82
48 , 128
48 , 132
50 , 28
50 , 32
51 , 78
51 , 82
52 , 128
54 , 28
55 , 78
56 , 128
58 , 28
59 , 78
60 , 124
60 , 128
62 , 24
62 , 28
63 , 74
63 , 78
64 , 124
64 , 128
66 , 24
67 , 74
68 , 124
70 , 24
71 , 74
72 , 124
74 , 20
74 , 24
75 , 70
75 , 74
76 , 120
76 , 124
78 , 20
78 , 24
79 , 70
79 , 74
80 , 120
80 , 124
82 , 20
82 , 24
83 , 70
84 , 120
86 , 20
87 , 70
88 , 120
90 , 20
91 , 70
92 , 120
94 , 20
95 , 70
96 , 120
98 , 20
99 , 70
Next Frame
0 , 144
2 , 44
3 , 94
4 , 144
6 , 44
7 , 90
7 , 94
8 , 140
8 , 144
10 , 40
10 , 44
11 , 90
11 , 94
12 , 140
14 , 40
15 , 90
16 , 140
18 , 40
19 , 90
20 , 140
22 , 36
22 , 40
23 , 86
23 , 90
24 , 136
24 , 140
26 , 36
26 , 40
27 , 86
28 , 136
30 , 36
31 , 86
32 , 136
34 , 36
35 , 82
35 , 86
36 , 132
36 , 136
38 , 32
38 , 36
39 , 82
39 , 86
40 , 132
42 , 32
43 , 82
44 , 132
46 , 32
47 , 82
48 , 128
48 , 132
50 , 28
50 , 32
51 , 78
51 , 82
52 , 128
52 , 132
54 , 28
54 , 32
55 , 78
56 , 128
58 , 28
59 , 78
60 , 128
62 , 28
63 , 74
63 , 78
64 , 124
64 , 128
66 , 24
66 , 28
67 , 74
67 , 78
68 , 124
70 , 24
71 , 74
72 , 124
74 , 24
75 , 74
76 , 120
76 , 124
78 , 20
78 , 24
79 , 70
79 , 74
80 , 120
80 , 124
82 , 20
82 , 24
83 , 70
83 , 74
84 , 120
84 , 124
86 , 20
87 , 70
88 , 120
90 , 20
91 , 70
92 , 120
94 , 20
95 , 70
96 , 120
98 , 20
99 , 70
Next Frame
0 , 128
2 , 28
3 , 78
4 , 128
6 , 24
6 , 28
7 , 74
7 , 78
8 , 124
8 , 128
10 , 24
10 , 28
11 , 74
11 , 78
12 , 124
14 , 24
15 , 74
16 , 124
18 , 24
19 , 74
20 , 124
22 , 24
23 , 74
24 , 120
24 , 124
26 , 20
26 , 24
27 , 70
27 , 74
28 , 120
28 , 124
30 , 20
30 , 24
31 , 70
31 , 74
32 , 120
34 , 20
35 , 70
36 , 120
38 , 20
39 , 70
40 , 120
42 , 20
43 , 70
44 , 116
44 , 120
46 , 16
46 , 20
47 , 66
47 , 70
48 , 116
48 , 120
50 , 16
50 , 20
51 , 66
51 , 70
52 , 116
54 , 16
55 , 66
56 , 116
58 , 16
59 , 66
60 , 116
62 , 16
63 , 66
64 , 112
64 , 116
66 , 12
66 , 16
67 , 62
67 , 66
68 , 112
68 , 116
70 , 12
70 , 16
71 , 62
72 , 112
74 , 12
75 , 62
76 , 112
78 , 12
79 , 62
80 , 112
82 , 12
83 , 62
84 , 112
86 , 12
87 , 62
88 , 112
90 , 12
91 , 62
92 , 112
94 , 12
95 , 62
96 , 112
98 , 12
99 , 62
Next Frame
0 , 128
2 , 28
3 , 78
4 , 128
6 , 28
7 , 74
7 , 78
8 , 124
8 , 128
10 , 24
10 , 28
11 , 74
11 , 78
12 , 124
12 , 128
14 , 24
14 , 28
15 , 74
16 , 124
18 , 24
19 , 74
20 , 124
22 , 24
23 , 74
24 , 124
26 , 24
27 , 70
27 , 74
28 , 120
28 , 124
30 , 20
30 , 24
31 , 70
31 , 74
32 , 120
32 , 124
34 , 20
35 , 70
36 , 120
38 , 20
39 , 70
40 , 120
42 , 20
43 , 70
44 , 120
46 , 20
47 , 66
47 , 70
48 , 116
48 , 120
50 , 16
50 , 20
51 , 66
51 , 70
52 , 116
52 , 120
54 , 16
55 , 66
56 , 116
58 , 16
59 , 66
60 , 116
62 , 16
63 , 66
64 , 116
66 , 12
66 , 16
67 , 62
67 , 66
68 , 112
68 , 116
70 , 12
70 , 16
71 , 62
71 , 66
72 , 112
72 , 116
74 , 12
75 , 62
76 , 112
78 , 12
79 , 62
80 , 112
82 , 12
83 , 62
84 , 112
86 , 12
87 , 62
88 , 112
90 , 12
91 , 62
92 , 112
94 , 12
95 , 62
96 , 112
98 , 12
99 , 62
Next Frame
0 , 144
0 , 148
2 , 44
2 , 48
3 , 94
3 , 98
4 , 144
6 , 44
7 , 94
8 , 144
10 , 44
11 , 94
12 , 140
12 , 144
14 , 40
14 , 44
15 , 90
15 , 94
16 , 140
16 , 144
18 , 40
19 , 90
20 , 140
22 , 40
23 , 90
24 , 140
26 , 40
27 , 86
27 , 90
28 , 136
28 , 140
30 , 36
30 , 40
31 , 86
31 , 90
32 , 136
34 , 36
35 , 86
36 , 136
38 , 36
39 , 86
40 , 132
40 , 136
42 , 32
42 , 36
43 , 82
43 , 86
44 , 132
44 , 136
46 , 32
47 , 82
48 , 132
50 , 32
51 , 82
52 , 132
54 , 28
54 , 32
55 , 78
55 , 82
56 , 128
56 , 132
58 , 28
58 , 32
59 , 78
59 , 82
60 , 128
62 , 28
63 , 78
64 , 128
66 , 28
67 , 78
68 , 124
68 , 128
70 , 24
70 , 28
71 , 74
71 , 78
72 , 124
72 , 128
74 , 24
75 , 74
76 , 124
78 , 24
79 , 74
80 , 124
82 , 20
82 , 24
83 , 70
83 , 74
84 , 120
84 , 124
86 , 20
86 , 24
87 , 70
87 , 74
88 , 120
90 , 20
91 , 70
92 , 120
94 , 20
95 , 70
96 , 120
98 , 20
99 , 70
Next Frame
0 , 148
2 , 44
2 , 48
3 , 94
3 , 98
4 , 144
4 , 148
6 , 44
6 , 48
7 , 94
8 , 144
10 , 44
11 , 94
12 , 144
14 , 44
15 , 90
15 , 94
16 , 140
16 , 144
18 , 40
18 , 44
19 , 90
19 , 94
20 , 140
22 , 40
23 , 90
24 , 140
26 , 40
27 , 90
28 , 136
28 , 140
30 , 36
30 , 40
31 , 86
31 , 90
32 , 136
32 , 140
34 , 36
34 , 40
35 , 86
36 , 136
38 , 36
39 , 86
40 , 136
42 , 36
43 , 82
43 , 86
44 , 132
44 , 136
46 , 32
46 , 36
47 , 82
47 , 86
48 , 132
50 , 32
51 , 82
52 , 132
54 , 32
55 , 82
56 , 128
56 , 132
58 , 28
58 , 32
59 , 78
59 , 82
60 , 128
60 , 132
62 , 28
63 , 78
64 , 128
66 , 28
67 , 78
68 , 128
70 , 24
70 , 28
71 , 74
71 , 78
72 , 124
72 , 128
74 , 24
74 , 28
75 , 74
75 , 78
76 , 124
78 , 24
79 , 74
80 , 124
82 , 24
83 , 74
84 , 120
84 , 124
86 , 20
86 , 24
87 , 70
87 , 74
88 , 120
88 , 124
90 , 20
90 , 24
91 , 70
92 , 120
94 , 20
95 , 70
96 , 120
98 , 20
99 , 70
Next Frame
0 , 128
0 , 132
2 , 28
2 , 32
3 , 78
3 , 82
4 , 128
6 , 28
7 , 78
8 , 128
10 , 28
11 , 78
12 , 128
14 , 28
15 , 78
16 , 124
16 , 128
18 , 24
18 , 28
19 , 74
19 , 78
20 , 124
20 , 128
22 , 24
22 , 28
23 , 74
24 , 124
26 , 24
27 , 74
28 , 124
30 , 24
31 , 74
32 , 124
34 , 24
35 , 70
35 , 74
36 , 120
36 , 124
38 , 20
38 , 24
39 , 70
39 , 74
40 , 120
40 , 124
42 , 20
42 , 24
43 , 70
44 , 120
46 , 20
47 , 70
48 , 120
50 , 20
51 , 70
52 , 120
54 , 20
55 , 66
55 , 70
56 , 116
56 , 120
58 , 16
58 , 20
59 , 66
59 , 70
60 , 116
60 , 120
62 , 16
62 , 20
63 , 66
64 , 116
66 , 16
67 , 66
68 , 116
70 , 16
71 , 66
72 , 116
74 , 16
75 , 62
75 , 66
76 , 112
76 , 116
78 , 12
78 , 16
79 , 62
79 , 66
80 , 112
80 , 116
82 , 12
83 , 62
84 , 112
86 , 12
87 , 62
88 , 112
90 , 12
91 , 62
92 , 112
94 , 12
95 , 62
96 , 112
98 , 12
99 , 62
Next Frame
0 , 128
0 , 132
2 , 28
2 , 32
3 , 78
3 , 82
4 , 128
4 , 132
6 , 28
7 , 78
8 , 128
10 , 28
11 , 78
12 , 128
14 , 28
15 , 78
16 , 128
18 , 24
18 , 28
19 , 74
19 , 78
20 , 124
20 , 128
22 , 24
22 , 28
23 , 74
23 , 78
24 , 124
24 , 128
26 , 24
27 , 74
28 , 124
30 , 24
31 , 74
32 , 124
34 , 24
35 , 74
36 , 124
38 , 20
38 , 24
39 , 70
39 , 74
40 , 120
40 , 124
42 , 20
42 , 24
43 , 70
43 , 74
44 , 120
46 , 20
47 , 70
48 , 120
50 , 20
51 , 70
52 , 120
54 , 20
55 , 70
56 , 120
58 , 16
58 , 20
59 , 66
59 , 70
60 , 116
60 , 120
62 , 16
62 , 20
63 , 66
63 , 70
64 , 116
66 , 16
67 , 66
68 , 116
70 , 16
71 , 66
72 , 116
74 , 16
75 , 66
76 , 112
76 , 116
78 , 12
78 , 16
79 , 62
79 , 66
80 , 112
80 , 116
82 , 12
82 , 16
83 , 62
83 , 66
84 , 112
86 , 12
87 , 62
88 , 112
90 , 12
91 , 62
92 , 112
94 , 12
95 , 62
96 , 112
98 , 12
99 , 62
Next Frame
0 , 148
2 , 48
3 , 98
4 , 148
6 , 48
7 , 94
7 , 98
8 , 144
8 , 148
10 , 44
10 , 48
11 , 94
11 , 98
12 , 144
14 , 44
15 , 94
16 , 144
18 , 44
19 , 94
20 , 140
20 , 144
22 , 40
22 , 44
23 , 90
23 , 94
24 , 140
24 , 144
26 , 40
27 , 90
28 , 140
30 , 40
31 , 90
32 , 140
34 , 36
34 , 40
35 , 86
35 , 90
36 , 136
36 , 140
38 , 36
38 , 40
39 , 86
39 , 90
40 , 136
42 , 36
43 , 86
44 , 136
46 , 36
47 , 86
48 , 132
48 , 136
50 , 32
50 , 36
51 , 82
51 , 86
52 , 132
52 , 136
54 , 32
55 , 82
56 , 132
58 , 32
59 , 82
60 , 132
62 , 28
62 , 32
63 , 78
63 , 82
64 , 128
64 , 132
66 , 28
66 , 32
67 , 78
68 , 128
70 , 28
71 , 78
72 , 128
74 , 28
75 , 74
75 , 78
76 , 124
76 , 128
78 , 24
78 , 28
79 , 74
79 , 78
80 , 124
80 , 128
82 , 24
83 , 74
84 , 124
86 , 24
87 , 74
88 , 124
90 , 20
90 , 24
91 , 70
91 , 74
92 , 120
92 , 124
94 , 20
94 , 24
95 , 70
96 , 120
98 , 20
99 , 70
Next Frame
0 , 148
2 , 48
3 , 98
4 , 148
6 , 48
7 , 98
8 , 144
8 , 148
10 , 44
10 , 48
11 , 94
11 , 98
12 , 144
12 , 148
14 , 44
14 , 48
15 , 94
16 , 144
18 , 44
19 , 94
20 , 144
22 , 44
23 , 90
23 , 94
24 , 140
24 , 144
26 , 40
26 , 44
27 , 90
27 , 94
28 , 140
30 , 40
31 , 90
32 , 140
34 , 40
35 , 90
36 , 136
36 , 140
38 , 36
38 , 40
39 , 86
39 , 90
40 , 136
40 , 140
42 , 36
43 , 86
44 , 136
46 , 36
47 , 86
48 , 136
50 , 32
50 , 36
51 , 82
51 , 86
52 , 132
52 , 136
54 , 32
54 , 36
55 , 82
55 , 86
56 , 132
58 , 32
59 , 82
60 , 132
62 , 32
63 , 82
64 , 128
64 , 132
66 , 28
66 , 32
67 , 78
67 , 82
68 , 128
68 , 132
70 , 28
71 , 78
72 , 128
74 , 28
75 , 78
76 , 128
78 , 24
78 , 28
79 , 74
79 , 78
80 , 124
80 , 128
82 , 24
82 , 28
83 , 74
84 , 124
86 , 24
87 , 74
88 , 124
90 , 24
91 , 74
92 , 120
92 , 124
94 , 20
94 , 24
95 , 70
95 , 74
96 , 120
96 , 124
98 , 20
99 , 70
Next Frame
0 , 132
2 , 32
3 , 82
4 , 132
6 , 32
7 , 78
7 , 82
8 , 128
8 , 132
10 , 28
10 , 32
11 , 78
11 , 82
12 , 128
12 , 132
14 , 28
14 , 32
15 , 78
16 , 128
18 , 28
19 , 78
20 , 128
22 , 28
23 , 78
24 , 128
26 , 28
27 , 74
27 , 78
28 , 124
28 , 128
30 , 24
30 , 28
31 , 74
31 , 78
32 , 124
32 , 128
34 , 24
35 , 74
36 , 124
38 , 24
39 , 74
40 , 124
42 , 24
43 , 74
44 , 124
46 , 20
46 , 24
47 , 70
47 , 74
48 , 120
48 , 124
50 , 20
50 , 24
51 , 70
51 , 74
52 , 120
52 , 124
54 , 20
55 , 70
56 , 120
58 , 20
59 , 70
60 , 120
62 , 20
63 , 70
64 , 120
66 , 16
66 , 20
67 , 66
67 , 70
68 , 116
68 , 120
70 , 16
70 , 20
71 , 66
71 , 70
72 , 116
74 , 16
75 , 66
76 , 116
78 , 16
79 , 66
80 , 116
82 , 16
83 , 66
84 , 116
86 , 12
86 , 16
87 , 62
87 , 66
88 , 112
88 , 116
90 , 12
90 , 16
91 , 62
91 , 66
92 , 112
94 , 12
95 , 62
96 , 112
98 , 12
99 , 62
Next Frame
0 , 132
2 , 32
3 , 82
4 , 132
6 , 32
7 , 82
8 , 132
10 , 28
10 , 32
11 , 78
11 , 82
12 , 128
12 , 132
14 , 28
14 , 32
15 , 78
15 , 82
16 , 128
18 , 28
19 , 78
20 , 128
22 , 28
23 , 78
24 , 128
26 , 28
27 , 78
28 , 124
28 , 128
30 , 24
30 , 28
31 , 74
31 , 78
32 , 124
32 , 128
34 , 24
34 , 28
35 , 74
35 , 78
36 , 124
38 , 24
39 , 74
40 , 124
42 , 24
43 , 74
44 , 124
46 , 24
47 , 74
48 , 120
48 , 124
50 , 20
50 , 24
51 , 70
51 , 74
52 , 120
52 , 124
54 , 20
54 , 24
55 , 70
56 , 120
58 , 20
59 , 70
60 , 120
62 , 20
63 , 70
64 , 120
66 , 20
67 , 70
68 , 116
68 , 120
70 , 16
70 , 20
71 , 66
71 , 70
72 , 116
72 , 120
74 , 16
74 , 20
75 , 66
76 , 116
78 , 16
79 , 66
80 , 116
82 , 16
83 , 66
84 , 116
86 , 16
87 , 62
87 , 66
88 , 112
88 , 116
90 , 12
90 , 16
91 , 62
91 , 66
92 , 112
92 , 116
94 , 12
94 , 16
95 , 62
96 , 112
98 , 12
99 , 62
Next Frame
0 , 148
1 , 2
2 , 48
2 , 52
3 , 98
3 , 102
4 , 148
5 , 2
6 , 48
7 , 98
8 , 148
10 , 48
11 , 98
12 , 148
14 , 44
14 , 48
15 , 94
15 , 98
16 , 144
16 , 148
18 , 44
18 , 48
19 , 94
19 , 98
20 , 144
22 , 44
23 , 94
24 , 144
26 , 44
27 , 94
28 , 140
28 , 144
30 , 40
30 , 44
31 , 90
31 , 94
32 , 140
32 , 144
34 , 40
35 , 90
36 , 140
38 , 40
39 , 90
40 , 140
42 , 36
42 , 40
43 , 86
43 , 90
44 , 136
44 , 140
46 , 36
46 , 40
47 , 86
48 , 136
50 , 36
51 , 86
52 , 136
54 , 36
55 , 82
55 , 86
56 , 132
56 , 136
58 , 32
58 , 36
59 , 82
59 , 86
60 , 132
60 , 136
62 , 32
63 , 82
64 , 132
66 , 32
67 , 82
68 , 132
70 , 28
70 , 32
71 , 78
71 , 82
72 , 128
72 , 132
74 , 28
74 , 32
75 , 78
76 , 128
78 , 28
79 , 78
80 , 128
82 , 28
83 , 74
83 , 78
84 , 124
84 , 128
86 , 24
86 , 28
87 , 74
87 , 78
88 , 124
88 , 128
90 , 24
91 , 74
92 , 124
94 , 24
95 , 74
96 , 124
98 , 20
98 , 24
99 , 70
99 , 74
Next Frame
1 , 2
2 , 52
3 , 98
3 , 102
4 , 148
5 , 2
6 , 48
6 , 52
7 , 98
7 , 102
8 , 148
10 , 48
11 , 98
12 , 148
14 , 48
15 , 98
16 , 144
16 , 148
18 , 44
18 , 48
19 , 94
19 , 98
20 , 144
20 , 148
22 , 44
23 , 94
24 , 144
26 , 44
27 , 94
28 , 144
30 , 44
31 , 90
31 , 94
32 , 140
32 , 144
34 , 40
34 , 44
35 , 90
35 , 94
36 , 140
38 , 40
39 , 90
40 , 140
42 , 40
43 , 90
44 , 136
44 , 140
46 , 36
46 , 40
47 , 86
47 , 90
48 , 136
48 , 140
50 , 36
51 , 86
52 , 136
54 , 36
55 , 86
56 , 136
58 , 32
58 , 36
59 , 82
59 , 86
60 , 132
60 , 136
62 , 32
62 , 36
63 , 82
63 , 86
64 , 132
66 , 32
67 , 82
68 , 132
70 , 32
71 , 82
72 , 128
72 , 132
74 , 28
74 , 32
75 , 78
75 , 82
76 , 128
76 , 132
78 , 28
79 , 78
80 , 128
82 , 28
83 , 78
84 , 128
86 , 24
86 , 28
87 , 74
87 , 78
88 , 124
88 , 128
90 , 24
90 , 28
91 , 74
92 , 124
94 , 24
95 , 74
96 , 124
98 , 24
99 , 70
99 , 74
Next Frame
0 , 132
0 , 136
2 , 32
2 , 36
3 , 82
3 , 86
4 , 132
4 , 136
6 , 32
7 , 82
8 , 132
10 , 32
11 , 82
12 , 132
14 , 32
15 , 82
16 , 132
18 , 28
18 , 32
19 , 78
19 , 82
20 , 128
20 , 132
22 , 28
22 , 32
23 , 78
23 , 82
24 , 128
26 , 28
27 , 78
28 , 128
30 , 28
31 , 78
32 , 128
34 , 28
35 , 78
36 , 128
38 , 24
38 , 28
39 , 74
39 , 78
40 , 124
40 , 128
42 , 24
42 , 28
43 , 74
43 , 78
44 , 124
46 , 24
47 , 74
48 , 124
50 , 24
51 , 74
52 , 124
54 , 24
55 , 74
56 , 120
56 , 124
58 , 20
58 , 24
59 , 70
59 , 74
60 , 120
60 , 124
62 , 20
62 , 24
63 , 70
63 , 74
64 , 120
66 , 20
67 , 70
68 , 120
70 , 20
71 , 70
72 , 120
74 , 20
75 , 70
76 , 116
76 , 120
78 , 16
78 , 20
79 , 66
79 , 70
80 , 116
80 , 120
82 , 16
82 , 20
83 , 66
84 , 116
86 , 16
87 , 66
88 , 116
90 , 16
91 , 66
92 , 116
94 , 16
95 , 66
96 , 112
96 , 116
98 , 12
98 , 16
99 , 62
99 , 66
Next Frame
0 , 124
0 , 128
2 , 24
2 , 28
3 , 74
3 , 78
4 , 124
4 , 128
6 , 24
6 , 28
7 , 74
8 , 124
10 , 24
11 , 74
12 , 124
14 , 24
15 , 74
16 , 124
18 , 24
19 , 74
20 , 124
22 , 20
22 , 24
23 , 70
23 , 74
24 , 120
24 , 124
26 , 20
26 , 24
27 , 70
27 , 74
